,local_time,cumulative_generated_energy (kwh),actual_generated_energy (kwh),exported_energy (kwh),consumed_energy (kwh)
1337,2017-06-21 T09:30,12212,4.0,0.0,4.0
1338,2017-06-22 T01:00,12303,91.0,0.0,91.0
1339,2017-06-22 T01:30,12303,0.0,0.0,0.0
1340,2017-06-22 T03:00,12303,0.0,0.0,0.0
1341,2017-06-22 T03:30,12303,0.0,0.0,0.0
1342,2017-06-22 T04:00,12303,0.0,0.0,0.0
1343,2017-06-22 T04:30,12303,0.0,0.0,0.0
1344,2017-06-22 T05:00,12303,0.0,0.0,0.0
1345,2017-06-22 T05:30,12303,0.0,0.0,0.0
1346,2017-06-22 T06:00,12303,0.0,0.0,0.0
1347,2017-06-22 T06:30,12303,0.0,0.0,0.0
1348,2017-06-22 T07:00,12303,0.0,0.0,0.0
1349,2017-06-22 T07:30,12303,0.0,0.0,0.0
1350,2017-06-22 T08:00,12303,0.0,0.0,0.0
1351,2017-06-22 T08:30,12304,1.0,0.0,1.0
1352,2017-06-22 T09:00,12305,1.0,0.0,1.0
1353,2017-06-22 T09:30,12306,1.0,0.0,1.0
1354,2017-06-22 T10:00,12308,2.0,0.0,2.0
1355,2017-06-22 T10:30,12310,2.0,0.0,2.0
1356,2017-06-22 T11:00,12312,2.0,0.0,2.0
1357,2017-06-22 T11:30,12314,2.0,0.0,2.0
1358,2017-06-22 T12:00,12319,5.0,0.0,5.0
1359,2017-06-22 T12:30,12321,2.0,0.0,2.0
1360,2017-06-22 T13:00,12324,3.0,0.0,3.0
1361,2017-06-22 T13:30,12326,2.0,0.0,2.0
1362,2017-06-22 T14:00,12327,1.0,0.0,1.0
1363,2017-06-22 T14:30,12329,2.0,0.0,2.0
1364,2017-06-22 T15:00,12333,4.0,0.0,4.0
1365,2017-06-22 T15:30,12335,2.0,0.0,2.0
1366,2017-06-22 T16:00,12336,1.0,0.0,1.0
1367,2017-06-22 T16:30,12337,1.0,0.0,1.0
1368,2017-06-22 T17:00,12337,0.0,0.0,0.0
1369,2017-06-22 T17:30,12337,0.0,0.0,0.0
1370,2017-06-22 T18:00,12337,0.0,0.0,0.0
1371,2017-06-22 T18:30,12337,0.0,0.0,0.0
1372,2017-06-22 T19:00,12337,0.0,0.0,0.0
1373,2017-06-22 T19:30,12337,0.0,0.0,0.0
1374,2017-06-22 T20:00,12337,0.0,0.0,0.0
1375,2017-06-22 T20:30,12337,0.0,0.0,0.0
1376,2017-06-22 T21:00,12337,0.0,0.0,0.0
1377,2017-06-22 T21:30,12337,0.0,0.0,0.0
1378,2017-06-22 T22:00,12337,0.0,0.0,0.0
1379,2017-06-22 T22:30,12337,0.0,0.0,0.0
1380,2017-06-22 T23:00,12337,0.0,0.0,0.0
1381,2017-06-22 T23:30,12337,0.0,0.0,0.0
1382,2017-06-23 T00:00,12337,0.0,0.0,0.0
1383,2017-06-23 T00:30,12337,0.0,0.0,0.0
1384,2017-06-23 T01:00,12337,0.0,0.0,0.0
1385,2017-06-23 T01:30,12337,0.0,0.0,0.0
1386,2017-06-23 T02:00,12337,0.0,0.0,0.0
1387,2017-06-23 T02:30,12337,0.0,0.0,0.0
1388,2017-06-23 T03:00,12337,0.0,0.0,0.0
1389,2017-06-23 T03:30,12337,0.0,0.0,0.0
1390,2017-06-23 T04:00,12337,0.0,0.0,0.0
1391,2017-06-23 T04:30,12337,0.0,0.0,0.0
1392,2017-06-23 T05:00,12337,0.0,0.0,0.0
1393,2017-06-23 T05:30,12337,0.0,0.0,0.0
1394,2017-06-23 T06:00,12337,0.0,0.0,0.0
1395,2017-06-23 T06:30,12337,0.0,0.0,0.0
1396,2017-06-23 T07:00,12337,0.0,0.0,0.0
1397,2017-06-23 T07:30,12337,0.0,0.0,0.0
1398,2017-06-23 T08:00,12338,1.0,0.0,1.0
1399,2017-06-23 T08:30,12338,0.0,0.0,0.0
1400,2017-06-23 T10:00,12352,14.0,0.0,14.0
1401,2017-06-23 T10:30,12356,4.0,0.0,4.0
1402,2017-06-23 T11:00,12366,10.0,0.0,10.0
1403,2017-06-23 T11:30,12374,8.0,0.0,8.0
1404,2017-06-23 T12:00,12386,12.0,0.0,12.0
1405,2017-06-23 T12:30,12395,9.0,0.0,9.0
1406,2017-06-23 T13:00,12407,12.0,0.0,12.0
1407,2017-06-23 T13:30,12413,6.0,0.0,6.0
1408,2017-06-23 T14:00,12416,3.0,0.0,3.0
1409,2017-06-23 T14:30,12419,3.0,0.0,3.0
1410,2017-06-23 T15:00,12421,2.0,0.0,2.0
1411,2017-06-23 T15:30,12423,2.0,0.0,2.0
1412,2017-06-23 T16:00,12428,5.0,0.0,5.0
1413,2017-06-23 T16:30,12430,2.0,0.0,2.0
1414,2017-06-23 T17:00,12431,1.0,0.0,1.0
1415,2017-06-23 T17:30,12431,0.0,0.0,0.0
1416,2017-06-23 T18:00,12431,0.0,0.0,0.0
1417,2017-06-23 T18:30,12431,0.0,0.0,0.0
1418,2017-06-23 T19:00,12431,0.0,0.0,0.0
1419,2017-06-23 T19:30,12431,0.0,0.0,0.0
1420,2017-06-23 T21:00,12431,0.0,0.0,0.0
1421,2017-06-23 T21:30,12431,0.0,0.0,0.0
1422,2017-06-23 T22:00,12431,0.0,0.0,0.0
1423,2017-06-23 T22:30,12431,0.0,0.0,0.0
1424,2017-06-23 T23:00,12431,0.0,0.0,0.0
1425,2017-06-23 T23:30,12431,0.0,0.0,0.0
1426,2017-06-24 T00:00,12431,0.0,0.0,0.0
1427,2017-06-24 T00:30,12431,0.0,0.0,0.0
1428,2017-06-24 T01:00,12431,0.0,0.0,0.0
1429,2017-06-24 T01:30,12431,0.0,0.0,0.0
1430,2017-06-24 T03:00,12431,0.0,0.0,0.0
1431,2017-06-24 T03:30,12431,0.0,0.0,0.0
1432,2017-06-24 T04:00,12431,0.0,0.0,0.0
1433,2017-06-24 T04:30,12431,0.0,0.0,0.0
1434,2017-06-24 T05:00,12431,0.0,0.0,0.0
1435,2017-06-24 T05:30,12431,0.0,0.0,0.0
1436,2017-06-24 T06:00,12431,0.0,0.0,0.0
1437,2017-06-24 T06:30,12431,0.0,0.0,0.0
1438,2017-06-24 T07:00,12431,0.0,0.0,0.0
1439,2017-06-24 T07:30,12431,0.0,0.0,0.0
1440,2017-06-24 T08:00,12431,0.0,0.0,0.0
1441,2017-06-24 T08:30,12432,1.0,0.0,1.0
1442,2017-06-24 T09:00,12436,4.0,0.624,3.376
1443,2017-06-24 T09:30,12440,4.0,1.888,2.112
1444,2017-06-24 T10:00,12447,7.0,3.456,3.544
1445,2017-06-24 T10:30,12454,7.0,4.592,2.4080000000000004
1446,2017-06-24 T11:00,12464,10.0,3.856,6.144
1447,2017-06-24 T11:30,12471,7.0,6.16,0.8399999999999999
1448,2017-06-24 T12:00,12483,12.0,6.144,5.856
1449,2017-06-24 T12:30,12491,8.0,6.208,1.7919999999999998
1450,2017-06-24 T13:00,12503,12.0,5.2,6.8
1451,2017-06-24 T13:30,12511,8.0,5.632,2.3680000000000003
1452,2017-06-24 T14:00,12522,11.0,5.152,5.848
1453,2017-06-24 T14:30,12529,7.0,2.528,4.4719999999999995
1454,2017-06-24 T15:00,12537,8.0,1.952,6.048
1455,2017-06-24 T15:30,12541,4.0,0.784,3.216
1456,2017-06-24 T16:00,12545,4.0,0.0,4.0
1457,2017-06-24 T16:30,12547,2.0,0.0,2.0
1458,2017-06-24 T17:00,12548,1.0,0.0,1.0
1459,2017-06-24 T17:30,12548,0.0,0.0,0.0
1460,2017-06-24 T18:00,12548,0.0,0.0,0.0
1461,2017-06-24 T18:30,12548,0.0,0.0,0.0
1462,2017-06-24 T19:00,12548,0.0,0.0,0.0
1463,2017-06-24 T19:30,12548,0.0,0.0,0.0
1464,2017-06-24 T20:00,12548,0.0,0.0,0.0
1465,2017-06-24 T20:30,12548,0.0,0.0,0.0
1466,2017-06-24 T21:00,12548,0.0,0.0,0.0
1467,2017-06-24 T21:30,12548,0.0,0.0,0.0
1468,2017-06-24 T22:00,12548,0.0,0.0,0.0
1469,2017-06-24 T22:30,12548,0.0,0.0,0.0
1470,2017-06-24 T23:00,12548,0.0,0.0,0.0
1471,2017-06-24 T23:30,12548,0.0,0.0,0.0
1472,2017-06-25 T00:00,12548,0.0,0.0,0.0
1473,2017-06-25 T00:30,12548,0.0,0.0,0.0
1474,2017-06-25 T01:00,12548,0.0,0.0,0.0
1475,2017-06-25 T01:30,12548,0.0,0.0,0.0
1476,2017-06-25 T02:00,12548,0.0,0.0,0.0
1477,2017-06-25 T02:30,12548,0.0,0.0,0.0
1478,2017-06-25 T03:00,12548,0.0,0.0,0.0
1479,2017-06-25 T03:30,12548,0.0,0.0,0.0
1480,2017-06-25 T04:00,12548,0.0,0.0,0.0
1481,2017-06-25 T04:30,12548,0.0,0.0,0.0
1482,2017-06-25 T05:00,12548,0.0,0.0,0.0
1483,2017-06-25 T05:30,12548,0.0,0.0,0.0
1484,2017-06-25 T06:00,12548,0.0,0.0,0.0
1485,2017-06-25 T06:30,12548,0.0,0.0,0.0
1486,2017-06-25 T07:00,12548,0.0,0.0,0.0
1487,2017-06-25 T07:30,12548,0.0,0.0,0.0
1488,2017-06-25 T08:00,12549,1.0,0.0,1.0
1489,2017-06-25 T08:30,12550,1.0,0.064,0.9359999999999999
1490,2017-06-25 T09:00,12554,4.0,0.832,3.168
1491,2017-06-25 T09:30,12558,4.0,2.48,1.52
1492,2017-06-25 T10:00,12566,8.0,3.312,4.688000000000001
1493,2017-06-25 T10:30,12573,7.0,5.2,1.7999999999999998
1494,2017-06-25 T11:00,12583,10.0,5.888,4.112
1495,2017-06-25 T11:30,12591,8.0,6.304,1.6959999999999997
1496,2017-06-25 T12:00,12602,11.0,7.104,3.896
1497,2017-06-25 T12:30,12611,9.0,4.256,4.744
1498,2017-06-25 T13:00,12620,9.0,1.504,7.496
1499,2017-06-25 T13:30,12624,4.0,3.52,0.48
1500,2017-06-25 T14:00,12632,8.0,4.816,3.184
1501,2017-06-25 T14:30,12639,7.0,2.8,4.2
1502,2017-06-25 T15:00,12647,8.0,1.392,6.6080000000000005
1503,2017-06-25 T15:30,12650,3.0,0.784,2.216
1504,2017-06-25 T16:00,12653,3.0,0.0,3.0
1505,2017-06-25 T16:30,12656,3.0,0.0,3.0
1506,2017-06-25 T17:00,12657,1.0,0.0,1.0
1507,2017-06-25 T17:30,12657,0.0,0.0,0.0
1508,2017-06-25 T18:00,12657,0.0,0.0,0.0
1509,2017-06-25 T18:30,12657,0.0,0.0,0.0
1510,2017-06-25 T19:00,12657,0.0,0.0,0.0
1511,2017-06-25 T19:30,12657,0.0,0.0,0.0
1512,2017-06-25 T20:00,12657,0.0,0.0,0.0
1513,2017-06-25 T20:30,12657,0.0,0.0,0.0
1514,2017-06-25 T21:00,12657,0.0,0.0,0.0
1515,2017-06-25 T21:30,12657,0.0,0.0,0.0
1516,2017-06-25 T22:00,12657,0.0,0.0,0.0
1517,2017-06-25 T22:30,12657,0.0,0.0,0.0
1518,2017-06-25 T23:00,12657,0.0,0.0,0.0
1519,2017-06-25 T23:30,12657,0.0,0.0,0.0
1520,2017-06-26 T00:00,12657,0.0,0.0,0.0
1521,2017-06-26 T00:30,12657,0.0,0.0,0.0
1522,2017-06-26 T01:00,12657,0.0,0.0,0.0
1523,2017-06-26 T01:30,12657,0.0,0.0,0.0
1524,2017-06-26 T02:00,12657,0.0,0.0,0.0
1525,2017-06-26 T02:30,12657,0.0,0.0,0.0
1526,2017-06-26 T03:00,12657,0.0,0.0,0.0
1527,2017-06-26 T03:30,12657,0.0,0.0,0.0
1528,2017-06-26 T04:00,12657,0.0,0.0,0.0
1529,2017-06-26 T04:30,12657,0.0,0.0,0.0
1530,2017-06-26 T05:00,12657,0.0,0.0,0.0
1531,2017-06-26 T05:30,12657,0.0,0.0,0.0
1532,2017-06-26 T06:00,12657,0.0,0.0,0.0
1533,2017-06-26 T06:30,12657,0.0,0.0,0.0
1534,2017-06-26 T07:00,12657,0.0,0.0,0.0
1535,2017-06-26 T07:30,12657,0.0,0.0,0.0
1536,2017-06-26 T08:00,12657,0.0,0.0,0.0
1537,2017-06-26 T08:30,12658,1.0,0.0,1.0
1538,2017-06-26 T09:00,12662,4.0,0.0,4.0
1539,2017-06-26 T09:30,12665,3.0,0.0,3.0
1540,2017-06-26 T10:00,12673,8.0,0.0,8.0
1541,2017-06-26 T10:30,12679,6.0,0.0,6.0
1542,2017-06-26 T11:00,12689,10.0,0.0,10.0
1543,2017-06-26 T11:30,12697,8.0,0.0,8.0
1544,2017-06-26 T12:00,12709,12.0,0.0,12.0
1545,2017-06-26 T12:30,12717,8.0,0.0,8.0
1546,2017-06-26 T13:00,12729,12.0,0.0,12.0
1547,2017-06-26 T13:30,12737,8.0,0.0,8.0
1548,2017-06-26 T14:00,12746,9.0,0.0,9.0
1549,2017-06-26 T14:30,12753,7.0,0.0,7.0
1550,2017-06-26 T15:00,12762,9.0,0.0,9.0
1551,2017-06-26 T15:30,12767,5.0,0.0,5.0
1552,2017-06-26 T16:00,12771,4.0,0.0,4.0
1553,2017-06-26 T16:30,12773,2.0,0.0,2.0
1554,2017-06-26 T17:00,12775,2.0,0.0,2.0
1555,2017-06-26 T17:30,12775,0.0,0.0,0.0
1556,2017-06-26 T18:00,12775,0.0,0.0,0.0
1557,2017-06-26 T18:30,12775,0.0,0.0,0.0
1558,2017-06-26 T19:00,12775,0.0,0.0,0.0
1559,2017-06-26 T19:30,12775,0.0,0.0,0.0
1560,2017-06-26 T20:00,12775,0.0,0.0,0.0
1561,2017-06-26 T20:30,12775,0.0,0.0,0.0
1562,2017-06-26 T21:00,12775,0.0,0.0,0.0
1563,2017-06-26 T21:30,12775,0.0,0.0,0.0
1564,2017-06-26 T22:00,12775,0.0,0.0,0.0
1565,2017-06-26 T22:30,12775,0.0,0.0,0.0
1566,2017-06-26 T23:00,12775,0.0,0.0,0.0
1567,2017-06-26 T23:30,12775,0.0,0.0,0.0
